split,class,label,lm00_x,lm00_y,lm00_z,lm01_x,lm01_y,lm01_z,lm02_x,lm02_y,lm02_z,lm03_x,lm03_y,lm03_z,lm04_x,lm04_y,lm04_z,lm05_x,lm05_y,lm05_z,lm06_x,lm06_y,lm06_z,lm07_x,lm07_y,lm07_z,lm08_x,lm08_y,lm08_z,lm09_x,lm09_y,lm09_z,lm10_x,lm10_y,lm10_z,lm11_x,lm11_y,lm11_z,lm12_x,lm12_y,lm12_z,lm13_x,lm13_y,lm13_z,lm14_x,lm14_y,lm14_z,lm15_x,lm15_y,lm15_z,lm16_x,lm16_y,lm16_z,lm17_x,lm17_y,lm17_z,lm18_x,lm18_y,lm18_z,lm19_x,lm19_y,lm19_z,lm20_x,lm20_y,lm20_z,wc00_x,wc00_y,wc01_x,wc01_y,wc02_x,wc02_y,wc03_x,wc03_y,wc04_x,wc04_y,wc05_x,wc05_y,wc06_x,wc06_y,wc07_x,wc07_y,wc08_x,wc08_y,wc09_x,wc09_y,wc10_x,wc10_y,wc11_x,wc11_y,wc12_x,wc12_y,wc13_x,wc13_y,wc14_x,wc14_y,wc15_x,wc15_y,wc16_x,wc16_y,wc17_x,wc17_y,wc18_x,wc18_y,wc19_x,wc19_y,wc20_x,wc20_y,fb_x,fb_y,fb_w,fb_h,hand_detected,fb_detected,H00,H01,H02,H10,H11,H12,H20,H21,neck_cos,neck_sin,neck_len_norm,fret_thumb,fret_index,fret_mid,fret_ring,fret_pinky,str_thumb,str_index,str_mid,str_ring,str_pinky,inlay_fret3,inlay_fret5,inlay_fret7,inlay_fret9,inlay_fret12,H_valid,bund_det_rate
train,E,4,0.3484831,0.80708194,5.450302e-07,0.27632445,0.7125798,-0.02607126,0.21319965,0.66370183,-0.06720006,0.17162557,0.6201347,-0.10911018,0.11518177,0.5874096,-0.14873584,0.11514385,0.8212085,-0.092816435,0.03741139,0.8351885,-0.1509584,-0.0054621696,0.797812,-0.18392305,-0.031734228,0.7745743,-0.20367517,0.1503104,0.8805944,-0.11231532,0.10278696,0.7887705,-0.18051232,0.14247547,0.7145073,-0.19273524,0.1765714,0.69931084,-0.19181737,0.21105786,0.8991437,-0.13274659,0.19545874,0.7639676,-0.19693263,0.22991446,0.6794634,-0.18228817,0.25362742,0.6739564,-0.16166349,0.27653277,0.8899219,-0.15476832,0.2586358,0.7614202,-0.19997685,0.2730554,0.69430494,-0.18835439,0.2833065,0.6920051,-0.17221898,0.0,0.0,-0.3413884,-0.44709742,-0.64003706,-0.678343,-0.8367274,-0.88446265,-1.1037676,-1.0392877,-1.103947,0.06683382,-1.4717057,0.13297449,-1.674544,-0.043856904,-1.7988392,-0.15379639,-0.9375712,0.34779334,-1.1624085,-0.08663293,-0.9746389,-0.43797827,-0.81332827,-0.50987387,-0.65017,0.4355517,-0.7239707,-0.20397758,-0.5609579,-0.60377383,-0.44876993,-0.62982786,-0.34040284,0.39192265,-0.4250749,-0.21602947,-0.35685453,-0.5335572,-0.30835572,-0.54443794,0.0,0.61926603,1.0,0.38073394,1.0,1.0,0.06465517,0.0,-0.0,0.0,0.060240965,-130.12048,5.742533e-20,-0.0,1.0,0.0,0.799338,0.083333336,0.041666668,0.125,0.16666667,0.20833333,0.0,0.40791798,0.21023811,0.14364451,0.19104953,0.3772,0.5879,0.4657,0.4683,0.2454,1.0,0.0
train,E,4,0.35941303,0.7693032,4.715092e-07,0.30999315,0.65175647,-0.026277207,0.24911956,0.5698692,-0.057053823,0.20977263,0.51778626,-0.08649549,0.15909085,0.47864777,-0.11303897,0.13820657,0.71997464,-0.08842081,0.056196578,0.7043411,-0.14733171,0.028157294,0.643893,-0.18511906,0.015137464,0.59606755,-0.20770489,0.17490187,0.7716459,-0.1067142,0.13961455,0.6909082,-0.17644143,0.18549252,0.6213052,-0.19600934,0.22555417,0.6002593,-0.20007566,0.23478316,0.79236186,-0.12625387,0.21766922,0.6766659,-0.18963563,0.25965908,0.60384685,-0.18166302,0.2798477,0.5914552,-0.16486722,0.2997067,0.7901497,-0.14744152,0.2871916,0.6685536,-0.18943398,0.30204302,0.6170875,-0.17946823,0.30283317,0.6155825,-0.16467604,0.0,0.0,-0.26782066,-0.6370198,-0.5977122,-1.0807905,-0.8109447,-1.3630432,-1.085604,-1.575146,-1.1987818,-0.2673258,-1.6432178,-0.35204837,-1.7951708,-0.6796342,-1.865729,-0.9388142,-0.9999194,0.012695775,-1.1911516,-0.42484528,-0.9425256,-0.8020439,-0.72541994,-0.9160979,-0.6754054,0.12496152,-0.76815075,-0.50202835,-0.54059553,-0.8966559,-0.4311875,-0.9638097,-0.3235659,0.112973146,-0.39138883,-0.54599136,-0.31090468,-0.8249011,-0.30662265,-0.83305687,0.32284483,0.55705273,0.55905175,0.0931766,1.0,1.0,0.1156515,9.128797e-18,-173.24596,1.3891354e-17,0.24615385,-478.27692,-0.0,-0.0,1.0,0.0,0.44687128,-1.0,-1.0,-1.0,0.041666668,0.041666668,0.0,0.41871879,0.46370602,0.36921787,0.6281595,0.3653,0.4395,0.456,0.381,0.5696,1.0,1.0
train,E,4,0.40482193,0.55328065,6.2824415e-07,0.3541987,0.4366158,-0.020546168,0.29849407,0.36286935,-0.05843444,0.26697722,0.30651915,-0.09884966,0.22395703,0.25024754,-0.13701367,0.17743428,0.47351348,-0.08721116,0.092074126,0.4446351,-0.1482465,0.055805385,0.3740047,-0.18445602,0.042737946,0.3156968,-0.20595181,0.2071369,0.54288065,-0.10945048,0.170617,0.4327929,-0.17978321,0.22356962,0.36208308,-0.1930601,0.26586646,0.34014556,-0.19227685,0.26770538,0.5765282,-0.13256219,0.27112085,0.43141145,-0.19395135,0.3173024,0.35870963,-0.17803769,0.3414393,0.3551685,-0.15721723,0.33855522,0.58485776,-0.15739532,0.34212375,0.44003016,-0.196466,0.36415213,0.38416663,-0.18213226,0.36786824,0.38900775,-0.1653718,0.0,0.0,-0.25572664,-0.5893402,-0.53712225,-0.96187526,-0.6963317,-1.2465321,-0.913651,-1.5307918,-1.1486638,-0.40294912,-1.5798662,-0.5488302,-1.7630801,-0.9056244,-1.8290912,-1.2001705,-0.998619,-0.052536275,-1.1831017,-0.6086518,-0.91560805,-0.9658472,-0.70194274,-1.076666,-0.6926533,0.11743648,-0.6753999,-0.6156303,-0.4421107,-0.98288834,-0.32018152,-1.0007766,-0.33475068,0.15951386,-0.31672403,-0.57209235,-0.20544618,-0.85429066,-0.186674,-0.8298354,0.12715517,0.42574543,0.8728448,0.5742546,1.0,1.0,0.074074075,2.6404612e-18,-43.703705,0.0,0.03994009,-59.311035,-1.0965166e-20,5.912321e-21,1.0,0.0,0.69769806,0.083333336,0.041666668,0.125,0.16666667,0.20833333,0.0,0.0,0.0,0.0,0.0,0.7028,0.6571,0.4171,0.4994,0.3522,1.0,1.0
train,E,4,0.3199655,0.71613216,7.3147e-07,0.275173,0.58010954,-0.02775583,0.21995738,0.47636992,-0.06887192,0.18677166,0.41216928,-0.11056198,0.1311471,0.36239606,-0.15007198,0.105856046,0.61286277,-0.11358243,0.022867173,0.5922488,-0.18410714,5.9500337e-05,0.53399676,-0.22266024,-0.016516179,0.51260525,-0.24030453,0.13691618,0.6842993,-0.1341236,0.09971054,0.5704639,-0.21196966,0.14391978,0.49146447,-0.22686507,0.18777749,0.4915106,-0.22274595,0.20433336,0.716939,-0.1547313,0.19496687,0.5607169,-0.22459675,0.24468848,0.4827173,-0.2083688,0.26834732,0.4993717,-0.18095745,0.27236384,0.71481335,-0.17670931,0.276022,0.554329,-0.22090015,0.29304436,0.50803596,-0.20392741,0.29415894,0.5324569,-0.18061927,0.0,0.0,-0.24108349,-0.7321049,-0.5382666,-1.2904552,-0.7168798,-1.6359978,-1.0162638,-1.9038886,-1.1523861,-0.5558195,-1.5990512,-0.6667686,-1.7218074,-0.9802944,-1.8110214,-1.0954283,-0.9852134,-0.17133181,-1.1854626,-0.78401995,-0.9475184,-1.2092129,-0.71146613,-1.2089646,-0.6223587,0.0043424275,-0.6727713,-0.8364803,-0.4051582,-1.2562921,-0.2778209,-1.1666543,-0.2562031,-0.00709815,-0.23651409,-0.87086177,-0.1448958,-1.1200213,-0.1388969,-0.98858243,0.12650862,0.4888188,0.8734914,0.5111812,1.0,1.0,0.074019246,9.920704e-19,-43.449295,0.0,0.0448682,-76.50028,2.1914099e-20,5.9617147e-37,1.0,0.0,0.6982148,0.041666668,-1.0,0.041666668,0.125,0.125,0.0,0.04653231,0.0052658287,0.020644147,0.08536712,0.6171,0.5987,0.5656,0.5938,0.3736,1.0,0.0
train,E,4,0.42134202,0.927283,6.9716054e-07,0.3819979,0.8354261,-0.021284442,0.36367697,0.7349919,-0.058860075,0.37969264,0.6449791,-0.09206786,0.39480355,0.5733165,-0.123128615,0.29798445,0.8021794,-0.121239334,0.28366745,0.7065904,-0.17404951,0.30723476,0.6300161,-0.19824517,0.3363984,0.579855,-0.20899315,0.32943508,0.85934114,-0.13403499,0.37819272,0.7066124,-0.1831343,0.41621342,0.66393775,-0.18009673,0.4340707,0.66981864,-0.17271426,0.38048816,0.8943871,-0.14515795,0.43299752,0.7410609,-0.18466318,0.46393606,0.6853235,-0.16400674,0.4726323,0.6873658,-0.14335567,0.43266672,0.91027296,-0.15768076,0.4736237,0.7774129,-0.17980748,0.4888255,0.7256126,-0.16265532,0.48814464,0.72011536,-0.1456432,0.0,0.0,-0.34423777,-0.8036939,-0.5045353,-1.682434,-0.36440754,-2.4699929,-0.23219594,-3.0969987,-1.0793062,-1.0945829,-1.2045716,-1.9309304,-0.9983714,-2.6009107,-0.7432068,-3.0397906,-0.8041317,-0.5944512,-0.37753096,-1.930738,-0.04487217,-2.304116,0.11136857,-2.2526617,-0.35744724,-0.28781947,0.10197886,-1.6293337,0.37267286,-2.1170034,0.44875976,-2.0991347,0.099084504,-0.14882779,0.45743397,-1.3112752,0.5904408,-1.7644975,0.5844837,-1.812595,0.49461207,0.69409406,0.30150864,0.12069954,1.0,1.0,0.21443889,2.029001e-17,-492.13724,0.0,0.19002375,-460.04752,2.5394665e-19,5.625833e-20,1.0,0.0,0.2410073,-1.0,-1.0,-1.0,0.041666668,0.041666668,0.0,0.0,0.0,0.0,0.21558762,0.6383,0.5105,0.6562,0.5741,0.661,1.0,1.0
train,E,4,0.44417143,1.0302132,1.3316148e-07,0.37849203,0.9604324,0.00071532035,0.3418018,0.8798498,-0.020692812,0.33852318,0.8097153,-0.037293438,0.35016906,0.7446892,-0.05195861,0.33090228,0.91577464,-0.10886927,0.30235258,0.7876281,-0.16034727,0.30026025,0.70367134,-0.17970702,0.3038259,0.649416,-0.18369327,0.3820029,0.92948097,-0.1210568,0.39325097,0.7421952,-0.17047045,0.4109904,0.6799472,-0.16784085,0.42142427,0.6815557,-0.15396152,0.44073063,0.92885774,-0.12758712,0.45320874,0.74508506,-0.1645322,0.4611643,0.6790962,-0.14778729,0.46036497,0.6698294,-0.12377551,0.49787316,0.91938865,-0.13142982,0.5002245,0.7775895,-0.15199207,0.49603754,0.7179839,-0.13755599,0.4882003,0.6973165,-0.11745759,0.0,0.0,-0.5548562,-0.5895048,-0.8648133,-1.2702626,-0.8925109,-1.8627553,-0.7941271,-2.412092,-0.9568919,-0.96677125,-1.1980783,-2.0493464,-1.2157542,-2.758609,-1.1856316,-3.216955,-0.52519655,-0.85098094,-0.43017337,-2.4331615,-0.2803117,-2.9590292,-0.19216682,-2.9454408,-0.029067677,-0.85624593,0.07634677,-2.408748,0.14355485,-2.9662182,0.13680217,-3.0445037,0.4536694,-0.9362403,0.47353318,-2.1341522,0.43816224,-2.6376972,0.37195367,-2.812294,0.0,0.35779816,1.0,0.64220184,1.0,1.0,0.06465517,0.0,-0.0,0.0,0.035714287,-44.57143,2.8712664e-20,-0.0,1.0,0.0,0.799338,0.25,0.20833333,0.29166666,0.33333334,0.33333334,0.60244465,0.45409068,0.50413674,0.48587725,0.5286786,0.3866,0.3038,0.4025,0.2682,0.4192,1.0,1.0
train,E,4,0.4586537,0.84039575,-3.9969342e-07,0.33543658,0.8252878,-0.09952477,0.24465686,0.75582635,-0.17861432,0.19691738,0.67238075,-0.23498358,0.18624252,0.56677526,-0.2947639,0.2883966,0.86315054,-0.27915424,0.20939693,0.7565069,-0.38438243,0.20178318,0.6479423,-0.44274846,0.20366108,0.57644284,-0.4739617,0.393419,0.901516,-0.26312888,0.4233618,0.7168349,-0.3623557,0.42761326,0.62483454,-0.38917434,0.41038316,0.58627635,-0.40235516,0.49041626,0.90489125,-0.24386045,0.5081993,0.7442659,-0.33185685,0.5011908,0.6354306,-0.34497392,0.47674268,0.57817066,-0.34240332,0.56256294,0.8990449,-0.22717345,0.5654433,0.74634796,-0.2889363,0.5509311,0.6517756,-0.29746202,0.5227215,0.5988577,-0.29848632,0.0,0.0,-1.3783629,-0.16900422,-2.3938663,-0.9460319,-2.927902,-1.8794926,-3.0473158,-3.060844,-1.9045737,0.25454548,-2.7883,-0.9384188,-2.873471,-2.1528723,-2.852464,-2.952698,-0.7297451,0.68371934,-0.39479113,-1.3822081,-0.34723246,-2.4113662,-0.5399762,-2.8426957,0.35531065,0.7214762,0.5542396,-1.0753523,0.47583938,-2.2928343,0.2023518,-2.9333699,1.1623764,0.6560759,1.1945972,-1.0520616,1.0322573,-2.1099913,0.71669215,-2.701955,0.5538793,0.2196101,0.39310345,0.5278096,1.0,1.0,1.0436516e-17,0.16295491,-124.82346,0.04385965,-0.0,-112.7193,7.791039e-20,-0.0,0.0,1.0,0.31715113,0.5,0.5416667,0.5416667,0.5416667,0.5833333,0.0,0.0,0.0,0.0,0.0,0.2212,0.1443,0.2263,0.3173,0.2198,1.0,0.0
train,E,4,0.47811905,0.89011204,2.581614e-07,0.43180937,0.7987115,0.01559715,0.40741968,0.7393487,-0.010956664,0.40564567,0.6883562,-0.032315347,0.41272077,0.63426584,-0.053407054,0.38709858,0.7489419,-0.14267258,0.37820685,0.6553845,-0.19321622,0.38816535,0.58574307,-0.19217515,0.3932457,0.5520655,-0.17575736,0.43341288,0.7659139,-0.15617745,0.4497197,0.64978594,-0.19354679,0.46631432,0.6003659,-0.14922035,0.47194642,0.5940554,-0.10450479,0.4828389,0.7729566,-0.1624725,0.50196475,0.66435766,-0.19434895,0.5084769,0.6086785,-0.14711985,0.50551903,0.5918941,-0.100596085,0.529717,0.7762099,-0.16385786,0.5364999,0.69191426,-0.17864071,0.53583175,0.63977134,-0.14805245,0.5300555,0.619021,-0.114630446,0.0,0.0,-0.35083273,-0.6924321,-0.535604,-1.1421524,-0.5490436,-1.5284611,-0.49544406,-1.9382389,-0.68955255,-1.0694764,-0.7569145,-1.7782483,-0.6814709,-2.3058376,-0.64298326,-2.560972,-0.33868483,-0.9408999,-0.21514769,-1.8206618,-0.089430235,-2.195058,-0.04676257,-2.2428648,0.03575665,-0.88754576,0.1806502,-1.7102693,0.22998504,-2.1320832,0.20757674,-2.2592387,0.39089584,-0.86289954,0.44228163,-1.5015062,0.43721974,-1.8965303,0.3934602,-2.0537307,0.57931036,0.66943806,0.4200431,0.16026376,1.0,1.0,0.15392509,2.7607899e-17,-413.75064,1.2258663e-17,0.1431127,-334.16815,4.5570983e-20,8.473974e-20,1.0,0.0,0.33575642,-1.0,-1.0,-1.0,-1.0,0.041666668,0.0,0.0,0.0,0.0,0.0,0.3538,0.768,0.7019,0.5309,0.5932,1.0,1.0
train,E,4,0.42332435,0.96900976,1.0176452e-06,0.34898713,0.86769044,-0.026911724,0.31590655,0.7170166,-0.072876245,0.34280872,0.58102113,-0.112970956,0.36513585,0.49197775,-0.15053634,0.25221232,0.8269014,-0.14850649,0.30074322,0.65313774,-0.20401531,0.35293165,0.5614478,-0.22498763,0.39855793,0.51230717,-0.23243314,0.315624,0.895551,-0.16187409,0.3760665,0.6637754,-0.22112805,0.4181937,0.59947026,-0.21764573,0.44353142,0.60388315,-0.20760545,0.39453343,0.92911696,-0.17132412,0.4481441,0.7046294,-0.21126892,0.47634858,0.63390934,-0.1855132,0.4840027,0.63292605,-0.16045341,0.46951717,0.9335932,-0.18255366,0.5070605,0.74122226,-0.20002447,0.51148176,0.6712571,-0.17923476,0.502093,0.65513164,-0.15993756,0.0,0.0,-0.57021505,-0.7771854,-0.8239647,-1.9329524,-0.6176075,-2.9761264,-0.44634384,-3.6591475,-1.3125411,-1.0900642,-0.9402774,-2.4229448,-0.539958,-3.1262667,-0.1899746,-3.5032074,-0.8261321,-0.5634765,-0.36249855,-2.3413472,-0.03935543,-2.8346095,0.15500149,-2.8007598,-0.2208452,-0.3060038,0.1903838,-2.02797,0.40673053,-2.5704393,0.46544272,-2.5779817,0.35432917,-0.27166805,0.6423113,-1.747279,0.676225,-2.2839577,0.6042072,-2.4076505,0.0,0.4891055,1.0,0.5108945,1.0,1.0,0.06465517,0.0,-0.0,3.0626842e-18,0.044893377,-76.588104,1.9141777e-20,-0.0,1.0,0.0,0.799338,0.25,0.29166666,0.33333334,0.33333334,0.375,0.005621996,0.045413803,0.22466017,0.2815073,0.32497147,0.3685,0.4181,0.427,0.5019,0.4856,1.0,1.0
train,F,5,0.4394609,0.7161189,5.1444846e-07,0.39331132,0.68063164,0.0028107166,0.35448125,0.6245671,-0.014449533,0.33992153,0.5665602,-0.03217368,0.3397678,0.51926273,-0.04779623,0.32648933,0.64843774,-0.06866397,0.30123568,0.5542117,-0.100077145,0.3190052,0.49356505,-0.10533039,0.34004968,0.47265762,-0.10162684,0.35244486,0.66463363,-0.08383197,0.32435524,0.5494156,-0.1206366,0.35098696,0.5011467,-0.11632679,0.37662503,0.50822294,-0.104111165,0.39278722,0.6674174,-0.095691025,0.3733707,0.54318273,-0.12533873,0.39762193,0.49315143,-0.112547174,0.4143874,0.4958163,-0.094750896,0.43479544,0.66000545,-0.10581211,0.42773187,0.5562058,-0.12588117,0.43197998,0.5146638,-0.11860613,0.4334787,0.5097541,-0.10637671,0.0,0.0,-0.4564453,-0.3509887,-0.84049654,-0.90549856,-0.9845003,-1.4792192,-0.9860207,-1.9470179,-1.1173524,-0.66940445,-1.3671252,-1.6013532,-1.1913747,-2.2011824,-0.9832328,-2.4079685,-0.8606376,-0.509218,-1.1384597,-1.6487892,-0.87505704,-2.126196,-0.6214821,-2.0562077,-0.46162897,-0.48168486,-0.6536692,-1.7104356,-0.41381097,-2.2052734,-0.247991,-2.1789162,-0.04614406,-0.5549933,-0.11600672,-1.5816301,-0.073990494,-1.9925038,-0.059167225,-2.0410633,0.14633621,0.0,0.8536638,1.0,1.0,1.0,0.07573845,0.0,-51.426407,0.0,0.02293578,0.0,0.0,0.0,1.0,0.0,0.6823659,0.16666667,0.16666667,0.16666667,0.20833333,0.25,0.51926273,0.47265762,0.50822294,0.4958163,0.5097541,0.4917,0.4583,0.5296,0.4375,0.5494,1.0,0.0
train,F,5,0.45530152,0.7424385,6.318103e-07,0.4017855,0.6987815,-0.0034708602,0.3581272,0.6303721,-0.028140621,0.34363616,0.56045836,-0.053024292,0.34724396,0.51854944,-0.076507606,0.32122245,0.6661841,-0.082980834,0.29988292,0.5585817,-0.12206591,0.31937712,0.48655862,-0.13354884,0.34460846,0.45533836,-0.13383424,0.354603,0.69283503,-0.09907374,0.32974973,0.5627592,-0.14247634,0.35750678,0.5077595,-0.13968328,0.38794574,0.5126092,-0.12740105,0.40381804,0.69999564,-0.11212756,0.38685194,0.5658907,-0.1484417,0.40863302,0.50060296,-0.13777624,0.42613456,0.49964744,-0.12017201,0.45226496,0.69018865,-0.123827994,0.4457379,0.57646483,-0.14787601,0.44844323,0.52798164,-0.14130138,0.44999585,0.522116,-0.12901802,0.0,0.0,-0.4767455,-0.38891676,-0.86567366,-0.9983391,-0.99476665,-1.621163,-0.9626266,-1.994507,-1.1944382,-0.67930907,-1.3845407,-1.637881,-1.2108773,-2.279496,-0.9861049,-2.5576205,-0.897069,-0.44189054,-1.1184733,-1.6006659,-0.8712007,-2.0906286,-0.6000364,-2.0474255,-0.4586386,-0.37810057,-0.6097805,-1.5727689,-0.41574454,-2.1543825,-0.2598328,-2.1628947,-0.027051065,-0.46546575,-0.08519718,-1.47857,-0.061096806,-1.9104806,-0.047265425,-1.9627345,0.14094828,0.0,0.8590517,1.0,1.0,1.0,0.07526342,0.0,-49.22228,0.0,0.02293578,0.0,0.0,0.0,1.0,0.0,0.6866727,0.16666667,0.16666667,0.20833333,0.20833333,0.25,0.51854944,0.45533836,0.5126092,0.49964744,0.522116,0.4566,0.465,0.4501,0.4828,0.3392,1.0,0.0
train,F,5,0.47928548,0.58137405,5.377832e-07,0.43434274,0.5300383,0.0028046223,0.4043623,0.4574893,-0.016878309,0.40090126,0.38782716,-0.036971208,0.408002,0.33245593,-0.054763015,0.37829047,0.48223785,-0.0751403,0.36631873,0.37879792,-0.1092165,0.38950494,0.31659046,-0.11440964,0.41205326,0.29841942,-0.10873678,0.40235686,0.50521356,-0.09011833,0.39138538,0.37450385,-0.12847489,0.42192402,0.33387107,-0.1209364,0.44488317,0.3537392,-0.10442778,0.4430756,0.516186,-0.101296134,0.44289145,0.38299328,-0.1314864,0.46935868,0.3426168,-0.1133168,0.48025033,0.3582947,-0.08973403,0.48728704,0.5168757,-0.11060556,0.4934893,0.40265793,-0.12645677,0.5002204,0.36525548,-0.11202755,0.49779817,0.37184852,-0.093512066,0.0,0.0,-0.41516885,-0.4742258,-0.69212013,-1.1444137,-0.72409225,-1.7879338,-0.6584976,-2.2994382,-0.93296456,-0.9157934,-1.0435562,-1.8713435,-0.82936835,-2.4459991,-0.62107307,-2.6138585,-0.71064574,-0.70355004,-0.81199735,-1.911011,-0.5298896,-2.2863655,-0.31779924,-2.1028292,-0.3344971,-0.6021896,-0.3361982,-1.8325878,-0.09170105,-2.205575,0.008913025,-2.0607467,0.0739163,-0.59581846,0.13121101,-1.6509312,0.19339131,-1.996445,0.17101528,-1.9355402,0.14612068,0.0,0.85387933,1.0,1.0,1.0,0.075719334,0.0,-51.337708,0.0,0.02293578,0.0,0.0,0.0,1.0,0.0,0.68253815,0.20833333,0.20833333,0.25,0.29166666,0.29166666,0.33245593,0.29841942,0.3537392,0.3582947,0.37184852,0.574,0.4274,0.302,0.505,0.4949,1.0,0.0
train,F,5,0.4686618,0.64906055,4.987207e-07,0.42159125,0.59879684,0.0038203844,0.38649675,0.5272581,-0.013826182,0.37851793,0.4585021,-0.032127175,0.38490504,0.40515316,-0.048319824,0.35837874,0.54857093,-0.070984855,0.3352523,0.4488604,-0.10347479,0.35868573,0.38351294,-0.1090365,0.38423586,0.3626798,-0.104206465,0.38515985,0.5697496,-0.0862603,0.3691441,0.44478625,-0.12182571,0.39842406,0.39987388,-0.11532631,0.42115092,0.417605,-0.10076692,0.42885914,0.57945144,-0.098008245,0.4229824,0.4451996,-0.12675348,0.44813913,0.3982187,-0.112029016,0.45918933,0.41137633,-0.09176083,0.47523868,0.5783669,-0.10783684,0.47558695,0.46397537,-0.12700537,0.4803812,0.4199164,-0.117625654,0.47826156,0.42226523,-0.10250661,0.0,0.0,-0.4087253,-0.4364524,-0.7134597,-1.0576413,-0.7827418,-1.6546668,-0.72728086,-2.1179092,-0.95761544,-0.8725766,-1.158428,-1.7383882,-0.95494974,-2.3058167,-0.73309153,-2.486716,-0.72506833,-0.68867695,-0.864137,-1.7737651,-0.60989183,-2.1637504,-0.41254878,-2.0097866,-0.34561634,-0.60443336,-0.39664564,-1.7701758,-0.17820337,-2.178123,-0.08225175,-2.0638719,0.057108838,-0.61385095,0.060132954,-1.6071411,0.10176255,-1.9897163,0.08335726,-1.9693208,0.14094828,0.0,0.8590517,1.0,1.0,1.0,0.07526342,0.0,-49.22228,0.0,0.02293578,0.0,0.0,0.0,1.0,0.0,0.6866727,0.20833333,0.20833333,0.20833333,0.25,0.29166666,0.40515316,0.3626798,0.417605,0.41137633,0.42226523,0.5163,0.3756,0.3263,0.3888,0.3311,1.0,1.0
train,F,5,0.4661248,0.7051801,5.8815954e-07,0.41882202,0.6604022,-0.0015332275,0.37945783,0.59288484,-0.023870684,0.36826047,0.5251515,-0.046494275,0.37138113,0.4779195,-0.0669235,0.34780294,0.62323606,-0.07896996,0.32548523,0.5227993,-0.11650339,0.34485245,0.45238551,-0.12523694,0.3681227,0.42804766,-0.12243398,0.37425667,0.6481095,-0.094428316,0.3492781,0.5224897,-0.13741738,0.37800995,0.46810067,-0.13421492,0.40618938,0.4779219,-0.120330855,0.4191478,0.6552868,-0.10661736,0.404681,0.522945,-0.1420112,0.43048084,0.46234044,-0.12927866,0.44576037,0.4657747,-0.1091662,0.46416458,0.64843136,-0.1173195,0.46082824,0.5374946,-0.14043815,0.46590963,0.4913242,-0.13194005,0.4666948,0.4885383,-0.11718817,0.0,0.0,-0.43737403,-0.41402858,-0.8013457,-1.0383117,-0.90487945,-1.6645921,-0.876025,-2.1013117,-1.0940353,-0.75767636,-1.3003907,-1.686341,-1.1213163,-2.3374057,-0.9061534,-2.56244,-0.84943706,-0.52769,-1.0803956,-1.6892036,-0.81473327,-2.192099,-0.5541788,-2.1012895,-0.43436188,-0.46132684,-0.56812567,-1.6849941,-0.3295735,-2.2453597,-0.18829493,-2.2136059,-0.018124694,-0.52471393,-0.048973378,-1.5504645,-0.0019895444,-1.9773684,0.0052703633,-2.0031276,0.42284483,0.44237384,0.5334052,0.101490825,1.0,1.0,0.121212125,5.3709354e-18,-237.81818,-1.2811228e-17,0.2259887,-348.70056,-1.0765799e-19,-2.950339e-35,1.0,0.0,0.426371,0.041666668,0.041666668,0.041666668,0.041666668,0.083333336,0.35023496,0.0,0.35025874,0.23057091,0.4548632,0.2787,0.3478,0.636,0.5723,0.5903,1.0,1.0
train,F,5,0.47905895,0.7237849,6.8358685e-07,0.42467362,0.6638646,-0.009945872,0.38805878,0.5770186,-0.04065982,0.37977505,0.50000525,-0.067513414,0.3863932,0.4495435,-0.09108572,0.35432568,0.61902523,-0.11765781,0.32723162,0.5005977,-0.16546352,0.34746903,0.4197049,-0.17786953,0.3731474,0.3837717,-0.17690586,0.39226133,0.6487202,-0.1307779,0.37183174,0.49991933,-0.1879952,0.39824703,0.44586134,-0.18484803,0.4233394,0.46568394,-0.16928445,0.44697717,0.6597678,-0.13906562,0.44148347,0.50063264,-0.18311414,0.463401,0.44142547,-0.16498701,0.474859,0.45260894,-0.13908076,0.5018252,0.65582705,-0.14596745,0.5058081,0.52006674,-0.1709602,0.5057014,0.47088045,-0.15797046,0.50087494,0.47248587,-0.13926353,0.0,0.0,-0.4739287,-0.52216196,-0.7930004,-1.2789618,-0.8651871,-1.9500773,-0.8075148,-2.3898149,-1.0869598,-0.9129046,-1.3230649,-1.9449143,-1.1467105,-2.6498363,-0.9229422,-2.9629683,-0.75637823,-0.6541345,-0.93440723,-1.950826,-0.70421714,-2.4219022,-0.48555544,-2.2491627,-0.27956945,-0.5578627,-0.32744303,-1.94461,-0.13644776,-2.4605575,-0.036599528,-2.3631017,0.19839144,-0.59220356,0.23309954,-1.775256,0.23216979,-2.2038789,0.19011046,-2.1898887,0.6049569,0.4372133,0.29698277,0.06938073,1.0,1.0,0.21770681,-8.2406035e-17,-611.103,0.0,0.3305785,-504.13223,-1.933625e-19,-1.957418e-19,1.0,0.0,0.23738961,-1.0,-1.0,-1.0,-1.0,-1.0,0.17771797,0.0,0.4103536,0.22190079,0.5083914,0.6782,0.7371,0.7404,0.7297,0.5656,1.0,1.0
