split,class,label,lm00_x,lm00_y,lm00_z,lm01_x,lm01_y,lm01_z,lm02_x,lm02_y,lm02_z,lm03_x,lm03_y,lm03_z,lm04_x,lm04_y,lm04_z,lm05_x,lm05_y,lm05_z,lm06_x,lm06_y,lm06_z,lm07_x,lm07_y,lm07_z,lm08_x,lm08_y,lm08_z,lm09_x,lm09_y,lm09_z,lm10_x,lm10_y,lm10_z,lm11_x,lm11_y,lm11_z,lm12_x,lm12_y,lm12_z,lm13_x,lm13_y,lm13_z,lm14_x,lm14_y,lm14_z,lm15_x,lm15_y,lm15_z,lm16_x,lm16_y,lm16_z,lm17_x,lm17_y,lm17_z,lm18_x,lm18_y,lm18_z,lm19_x,lm19_y,lm19_z,lm20_x,lm20_y,lm20_z,wc00_x,wc00_y,wc01_x,wc01_y,wc02_x,wc02_y,wc03_x,wc03_y,wc04_x,wc04_y,wc05_x,wc05_y,wc06_x,wc06_y,wc07_x,wc07_y,wc08_x,wc08_y,wc09_x,wc09_y,wc10_x,wc10_y,wc11_x,wc11_y,wc12_x,wc12_y,wc13_x,wc13_y,wc14_x,wc14_y,wc15_x,wc15_y,wc16_x,wc16_y,wc17_x,wc17_y,wc18_x,wc18_y,wc19_x,wc19_y,wc20_x,wc20_y,fb_x,fb_y,fb_w,fb_h,hand_detected,fb_detected,H00,H01,H02,H10,H11,H12,H20,H21,neck_cos,neck_sin,neck_len_norm,fret_thumb,fret_index,fret_mid,fret_ring,fret_pinky,str_thumb,str_index,str_mid,str_ring,str_pinky,inlay_fret3,inlay_fret5,inlay_fret7,inlay_fret9,inlay_fret12,H_valid,bund_det_rate
train,C,2,0.38906372,0.7082849,3.7156374e-07,0.3400378,0.60505897,-0.004288458,0.3159574,0.54076916,-0.04386934,0.31130067,0.48576647,-0.08709665,0.29675567,0.4403516,-0.12765926,0.20300114,0.617157,-0.09722954,0.15230922,0.593722,-0.15382546,0.16899672,0.5506055,-0.17491119,0.20260967,0.5463923,-0.17954674,0.23269,0.67327577,-0.12285976,0.23944515,0.54764086,-0.1784521,0.28757113,0.49557707,-0.17462207,0.31737322,0.49676383,-0.16304858,0.2861469,0.70454407,-0.14712372,0.30317932,0.5706701,-0.19252798,0.344465,0.5110149,-0.16449635,0.3631936,0.52280045,-0.13678281,0.34254843,0.7179286,-0.17183934,0.3454467,0.6017636,-0.1986535,0.3621153,0.5611885,-0.1762486,0.3654689,0.5755973,-0.1534269,0.0,0.0,-0.30594403,-0.6441768,-0.45621663,-1.0453744,-0.48527676,-1.3886162,-0.57604414,-1.6720256,-1.161115,-0.5686797,-1.4774556,-0.71492475,-1.3733181,-0.9839913,-1.163558,-1.0102834,-0.975843,-0.21847297,-0.9336878,-1.002492,-0.63335985,-1.3273937,-0.4473813,-1.3199877,-0.6422476,-0.023344586,-0.53595763,-0.8587788,-0.27831632,-1.2310547,-0.16144127,-1.1575074,-0.29027653,0.060180906,-0.27218997,-0.66474134,-0.16817039,-0.91794837,-0.14724244,-0.82803106,0.38771552,0.5103211,0.6101293,0.1255734,1.0,1.0,0.10596962,5.5252886e-18,-190.63934,0.0,0.1826484,-325.11417,-6.274662e-20,5.407479e-20,1.0,0.0,0.48769954,-1.0,-1.0,0.041666668,0.041666668,0.041666668,0.0,0.2872521,0.0,0.09937889,0.519825,0.5866,0.5087,0.6275,0.6429,0.6936,1.0,1.0
train,C,2,0.39802447,0.7636945,4.419353e-07,0.3552657,0.68264955,-0.010994182,0.32679042,0.6363549,-0.048393663,0.3154669,0.58996606,-0.08905766,0.2916251,0.54896456,-0.12725312,0.23369917,0.7200978,-0.08442143,0.18310541,0.709918,-0.13594666,0.18861711,0.6651085,-0.1559775,0.21860926,0.6524184,-0.16071492,0.25711584,0.7636349,-0.10518803,0.24980219,0.6560892,-0.1552175,0.28968233,0.5957015,-0.15309463,0.32219803,0.5883627,-0.14275223,0.30008358,0.7846786,-0.12635152,0.30365515,0.66480386,-0.16813338,0.3373075,0.60615134,-0.14372306,0.35927436,0.61219895,-0.11878928,0.34557474,0.7895295,-0.1488317,0.33786657,0.68673146,-0.17613544,0.35151747,0.65024316,-0.1575789,0.36181408,0.6645818,-0.13690889,0.0,0.0,-0.30345026,-0.5751597,-0.5055336,-0.9037033,-0.5858942,-1.2329156,-0.75509465,-1.5238949,-1.1661832,-0.30939725,-1.525237,-0.3816409,-1.4861215,-0.699645,-1.2732733,-0.7897042,-0.9999999,-0.00042300206,-1.0519034,-0.7636532,-0.76888216,-1.1922122,-0.5381248,-1.2442944,-0.69506663,0.14891957,-0.66971993,-0.70180696,-0.4308959,-1.118052,-0.27500167,-1.0751333,-0.3722251,0.18334559,-0.42692837,-0.5461913,-0.33005074,-0.80514127,-0.25697777,-0.703383,0.5855603,0.63044727,0.30107757,0.013188073,1.0,1.0,0.21474588,2.3355292e-16,-583.46454,0.0,1.7391304,-3824.348,1.2715511e-19,7.723291e-19,1.0,0.0,0.24066275,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.0,0.0,0.0,1.0,0.099,0.1335,0.6656,0.5171,0.5599,1.0,1.0
train,C,2,0.43195695,0.68749326,3.0524313e-07,0.3993963,0.57610774,0.01286504,0.37317836,0.5137717,-0.0067345365,0.3653711,0.4618351,-0.032050073,0.3502992,0.4185837,-0.055029932,0.28415933,0.57525635,-0.05647289,0.22587857,0.5527397,-0.09548655,0.24417889,0.50584376,-0.10658531,0.27122328,0.49399635,-0.10522198,0.29934752,0.6193112,-0.083630465,0.29835773,0.50839984,-0.12787932,0.34070742,0.46236533,-0.12568285,0.36912715,0.46942016,-0.11289377,0.33759427,0.6451453,-0.10826315,0.33973518,0.5321852,-0.1464654,0.3806848,0.48256275,-0.12687802,0.39850405,0.4927227,-0.101548694,0.3803837,0.65256387,-0.13130867,0.37527272,0.5518171,-0.15019928,0.3906367,0.5194154,-0.13003826,0.3952579,0.53534454,-0.10726833,0.0,0.0,-0.21836534,-0.746998,-0.39419383,-1.1650496,-0.44655254,-1.5133584,-0.547631,-1.8034203,-0.99119276,-0.7527078,-1.382048,-0.903714,-1.2593184,-1.2182177,-1.0779474,-1.2976714,-0.8893344,-0.45725742,-0.8959724,-1.2010756,-0.61195755,-1.5098023,-0.4213629,-1.4624896,-0.6328356,-0.28400323,-0.6184778,-1.041561,-0.34385255,-1.37435,-0.22434916,-1.3062131,-0.3458718,-0.23425116,-0.38014817,-0.9099011,-0.27711082,-1.1272007,-0.24611926,-1.0203731,0.1325431,0.4790711,0.8674569,0.5209289,1.0,1.0,0.07453416,-2.9715186e-18,-45.83851,0.0,0.044028617,-73.57182,-2.2066545e-20,-6.5175447e-21,1.0,0.0,0.69339126,0.16666667,0.125,0.16666667,0.20833333,0.20833333,0.0,0.028651224,0.0,0.026206242,0.108025186,0.7179,0.6164,0.376,0.2611,0.3303,1.0,0.0
train,C,2,0.38734806,0.7634827,4.330106e-07,0.344337,0.6897616,-0.012358014,0.31507963,0.6414717,-0.04904674,0.30920714,0.58652,-0.08911419,0.29328805,0.5377164,-0.12709361,0.22777574,0.7125811,-0.08171259,0.17715712,0.7058314,-0.13263988,0.18176886,0.6659694,-0.15358683,0.2109747,0.6590192,-0.15883921,0.2507425,0.75898844,-0.101265974,0.24802348,0.6512617,-0.15055394,0.28798023,0.5933691,-0.14935128,0.3201284,0.5889236,-0.13867009,0.29543072,0.7829437,-0.1213148,0.29873475,0.6633958,-0.16336031,0.33139336,0.6074515,-0.13863409,0.3517409,0.6180647,-0.112080865,0.34126905,0.7895223,-0.14283979,0.33423567,0.68744534,-0.1717262,0.3457617,0.64896256,-0.15332842,0.35358992,0.66305137,-0.13134132,0.0,0.0,-0.31468567,-0.5393722,-0.5287438,-0.8926798,-0.5717092,-1.2947276,-0.68817943,-1.6517938,-1.167493,-0.37241578,-1.5378383,-0.42179912,-1.5040971,-0.71344525,-1.2904159,-0.7642956,-0.99945927,-0.032881673,-1.0193527,-0.8210524,-0.7270135,-1.2446167,-0.491805,-1.2771422,-0.6725029,0.14238448,-0.64832926,-0.73227435,-0.40938625,-1.1415848,-0.26051578,-1.0639344,-0.33713192,0.19051582,-0.3885908,-0.5563187,-0.304262,-0.8378737,-0.2469876,-0.7347945,0.13189656,0.60063076,0.86810344,0.39936927,1.0,1.0,0.07447865,8.3678475e-19,-45.580933,-3.0626842e-18,0.057430007,-120.315865,-8.820044e-20,-8.501349e-21,1.0,0.0,0.6939081,0.125,0.083333336,0.16666667,0.16666667,0.16666667,0.0,0.14620163,0.0,0.043653753,0.15629804,0.6695,0.5565,0.5676,0.4246,0.3153,1.0,0.0
train,C,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47306034,0.6877867,0.31465518,0.12299312,0.0,1.0,0.20547946,3.544927e-17,-451.0274,1.5552235e-17,0.18648018,-447.36597,-6.083414e-20,1.1041845e-19,1.0,0.0,0.25151584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6065,0.5969,0.5108,0.5293,0.5749,1.0,1.0
train,C,2,0.4725013,0.9234495,3.9594457e-07,0.42712414,0.79679847,-0.007324413,0.39083028,0.69688994,-0.04297396,0.38552108,0.6099604,-0.081203215,0.3748838,0.53553194,-0.11491105,0.2828186,0.7493465,-0.09795054,0.21656317,0.69218427,-0.1578164,0.25816688,0.6395932,-0.17950198,0.307062,0.64527017,-0.18308249,0.2966473,0.8230981,-0.121817864,0.35479304,0.6588306,-0.18181483,0.42458272,0.6159273,-0.18206319,0.45304868,0.63510144,-0.1729635,0.34686798,0.88347477,-0.14491107,0.4296614,0.7152031,-0.19971353,0.4859804,0.6629842,-0.18116842,0.49441016,0.6820191,-0.15833186,0.40534613,0.9203954,-0.16744807,0.46337682,0.7725959,-0.19907883,0.49416083,0.73004603,-0.1784669,0.49153012,0.7463151,-0.15610999,0.0,0.0,-0.22411543,-0.62552285,-0.40336892,-1.1189659,-0.42959073,-1.5483063,-0.48212773,-1.9159045,-0.93683296,-0.85988563,-1.264065,-1.1422069,-1.0585865,-1.4019514,-0.817096,-1.3739132,-0.8685336,-0.49563023,-0.5813549,-1.306939,-0.23666738,-1.5188361,-0.09607552,-1.4241359,-0.6204964,-0.19743317,-0.21158408,-1.0285181,0.06657249,-1.2864245,0.10820665,-1.192412,-0.33167592,-0.015084246,-0.045065362,-0.7450581,0.10697524,-0.9552096,0.0939823,-0.8748574,0.2862069,0.6336009,0.7137931,0.36639908,1.0,1.0,0.09057971,-2.506377e-18,-120.289856,6.1253684e-18,0.06259781,-138.34116,5.363396e-20,-0.0,1.0,0.0,0.57056195,0.083333336,0.041666668,0.16666667,0.20833333,0.20833333,0.0,0.03184847,0.0040953164,0.13214606,0.30762687,0.6216,0.3407,0.558,0.6126,0.5627,1.0,1.0
train,C,2,0.50183696,0.8950565,7.9155335e-08,0.46477285,0.76918876,-0.022047974,0.43072483,0.66293025,-0.06359454,0.42050743,0.57153684,-0.10676873,0.40425876,0.48780012,-0.1449292,0.3112994,0.7085638,-0.10698054,0.24620512,0.64134216,-0.174574,0.293366,0.5781525,-0.19878808,0.34679294,0.573936,-0.20251833,0.32949603,0.7793795,-0.1268699,0.39066243,0.5984194,-0.19541362,0.46877137,0.5560411,-0.1961285,0.5038053,0.5801579,-0.18359986,0.3867725,0.8340241,-0.14804721,0.47618476,0.65345645,-0.20948364,0.53374314,0.6080642,-0.1874204,0.55169284,0.6276237,-0.15841283,0.45238763,0.8671719,-0.17052174,0.5152727,0.71703583,-0.20694932,0.55008334,0.6766544,-0.18397029,0.5578527,0.6873061,-0.15613596,0.0,0.0,-0.17856763,-0.60640615,-0.34260437,-1.118339,-0.3918298,-1.5586547,-0.47011274,-1.9620818,-0.91797274,-0.8984854,-1.2315843,-1.2223462,-1.0043725,-1.5267818,-0.74697185,-1.547096,-0.83030504,-0.5573092,-0.5356172,-1.4291395,-0.15930356,-1.63331,0.009483002,-1.5171201,-0.55435807,-0.2940423,-0.1235873,-1.1639819,0.1537178,-1.382673,0.24019594,-1.2884392,-0.2382372,-0.13434258,0.06473069,-0.8576688,0.23244168,-1.0522187,0.26987287,-1.0009009,0.0,0.2809633,1.0,0.7190367,1.0,1.0,0.06465517,0.0,-0.0,0.0,0.031897925,-31.259968,1.9141777e-20,-0.0,1.0,0.0,0.799338,0.29166666,0.25,0.375,0.41666666,0.41666666,0.2876582,0.40745163,0.41610473,0.48211777,0.5651211,0.4598,0.2405,0.2659,0.4973,0.2831,1.0,1.0
train,C,2,0.49186623,0.90714777,3.2546095e-07,0.4493433,0.75891703,-0.027586747,0.40410233,0.6582713,-0.067719646,0.38607818,0.5825727,-0.10651402,0.3559497,0.52130723,-0.13958162,0.29500747,0.74280775,-0.108399846,0.25607434,0.6840424,-0.17441176,0.26006854,0.66799074,-0.20297834,0.27478805,0.7054551,-0.21102637,0.3084249,0.8269157,-0.12235024,0.3828065,0.66336155,-0.18517834,0.4488561,0.62261575,-0.18892904,0.482727,0.636477,-0.18184127,0.3565301,0.8896756,-0.13779554,0.43505323,0.72324735,-0.1968546,0.4945276,0.6652201,-0.18071193,0.514626,0.67440695,-0.15753962,0.41319776,0.92735994,-0.1549668,0.46671113,0.78473186,-0.19370688,0.49751267,0.7363317,-0.17872253,0.50290716,0.7436579,-0.1578916,0.0,0.0,-0.21238142,-0.74034053,-0.4383381,-1.2430171,-0.52835995,-1.6210948,-0.67883706,-1.9270861,-0.98321396,-0.82079864,-1.1776661,-1.114303,-1.157717,-1.1944731,-1.0842001,-1.0073568,-0.91620046,-0.4007203,-0.5447004,-1.2175938,-0.2148148,-1.4210993,-0.045646064,-1.3518691,-0.67593825,-0.087264895,-0.28375337,-0.9184933,0.013292287,-1.2083113,0.11367413,-1.1624274,-0.39291084,0.100949995,-0.1256375,-0.611408,0.028201213,-0.85314333,0.055144064,-0.8165526,0.0,0.28526375,1.0,0.7147362,1.0,1.0,0.06465517,0.0,-0.0,7.6567105e-19,0.03208985,-31.929401,-9.5708884e-21,-0.0,1.0,0.0,0.799338,0.25,0.16666667,0.33333334,0.375,0.375,0.33025256,0.5878971,0.4913886,0.5444571,0.6413472,0.4899,0.2954,0.3881,0.3218,0.2911,1.0,1.0
train,C,2,0.3992739,0.87044615,4.4841607e-07,0.36415157,0.7356769,-0.015764438,0.33122346,0.6320288,-0.050156694,0.3165064,0.55788267,-0.08373047,0.28970036,0.5137031,-0.11361382,0.2152966,0.7177549,-0.10240002,0.166238,0.6662406,-0.15885772,0.18485141,0.63361,-0.18124065,0.216505,0.639734,-0.18794979,0.22936805,0.78809965,-0.12255854,0.2906322,0.6322706,-0.18121308,0.35401642,0.5984056,-0.1849259,0.3883108,0.6075127,-0.17955115,0.27193293,0.8439666,-0.1423252,0.3463273,0.6833817,-0.19520499,0.40417206,0.6392559,-0.17884599,0.42491585,0.6445712,-0.15840428,0.32554346,0.8828385,-0.16276951,0.3697849,0.7469703,-0.19663696,0.40211257,0.7026057,-0.18106535,0.41390133,0.70375085,-0.16231677,0.0,0.0,-0.18602017,-0.7137851,-0.36041895,-1.2627416,-0.4383657,-1.6554455,-0.5803398,-1.8894359,-0.97440815,-0.8087062,-1.2342397,-1.0815442,-1.1356565,-1.254367,-0.968008,-1.221932,-0.8998808,-0.43613586,-0.5754045,-1.2614611,-0.23969944,-1.4408219,-0.058064476,-1.3925874,-0.67444235,-0.14024492,-0.2804237,-0.99075884,0.025942372,-1.2244645,0.13580872,-1.1963128,-0.39050218,0.065634176,-0.1561841,-0.65397125,0.0150345955,-0.8889416,0.07747197,-0.8828766,0.44719827,0.6963876,0.34418103,0.13761468,1.0,1.0,0.18785222,1.1668953e-17,-389.79337,1.5480234e-17,0.16666667,-404.83334,1.6684628e-19,4.9343246e-20,1.0,0.0,0.27511698,-1.0,-1.0,-1.0,0.041666668,0.041666668,0.0,0.0,0.0,0.0,0.05350617,0.4221,0.2243,0.6994,0.6829,0.682,1.0,1.0
train,C,2,0.46352482,0.798634,1.0830416e-07,0.42974746,0.70150226,-0.0058837146,0.39568943,0.62374955,-0.03434743,0.38283077,0.5544586,-0.06587351,0.36750436,0.49243027,-0.09400577,0.29634172,0.6752036,-0.07159645,0.24212365,0.6206611,-0.11885223,0.27289435,0.577582,-0.13618055,0.31777713,0.5787966,-0.13937262,0.3087546,0.72272027,-0.09086097,0.348205,0.59178805,-0.13953955,0.404715,0.55921024,-0.14266452,0.43202367,0.5705137,-0.13858515,0.3451069,0.7621113,-0.11006935,0.41031545,0.63137317,-0.15370081,0.4618743,0.5940363,-0.14269267,0.48250598,0.59578496,-0.12818106,0.39278916,0.78894746,-0.12896624,0.4302438,0.6787704,-0.15210932,0.4597487,0.65085596,-0.13776039,0.47060752,0.6567423,-0.12269161,0.0,0.0,-0.19594097,-0.5634569,-0.39351013,-1.0144969,-0.46810266,-1.4164506,-0.5570105,-1.7762744,-0.9698219,-0.7160142,-1.2843385,-1.0324131,-1.105839,-1.2823129,-0.845476,-1.275267,-0.8978153,-0.4403722,-0.6689652,-1.1999042,-0.34115317,-1.3888867,-0.18273675,-1.3233157,-0.68693715,-0.21186651,-0.3086652,-0.9702727,-0.009574549,-1.1868623,0.11010887,-1.1767184,-0.4103345,-0.056191135,-0.19306178,-0.69532335,-0.021905182,-0.8572539,0.041086435,-0.82310766,0.0,0.31565368,1.0,0.6843463,1.0,1.0,0.06465517,0.0,-0.0,1.5313421e-18,0.033514872,-36.899876,2.8712664e-20,-0.0,1.0,0.0,0.799338,0.25,0.20833333,0.29166666,0.33333334,0.33333334,0.25831452,0.38451722,0.37241384,0.40934142,0.4984152,0.4294,0.2925,0.373,0.3467,0.3698,1.0,1.0
train,C,2,0.48601726,0.7851553,9.850199e-08,0.45582902,0.6931744,-0.004138996,0.42643216,0.6143401,-0.032460522,0.4160699,0.5427569,-0.064521395,0.39965776,0.4802586,-0.093825795,0.33934882,0.65804756,-0.07450806,0.28608355,0.608824,-0.1253091,0.31504503,0.56542826,-0.14168593,0.35413697,0.5711608,-0.14178306,0.34876007,0.70630765,-0.09452961,0.389069,0.5716654,-0.14226003,0.44783172,0.54293156,-0.136906,0.4738971,0.5649005,-0.12367147,0.38574088,0.74736685,-0.11506101,0.44888455,0.61106205,-0.16267532,0.49995184,0.5777093,-0.14487366,0.51754785,0.5940954,-0.1216924,0.4322324,0.7724524,-0.13484825,0.47175297,0.6582816,-0.16178545,0.50099117,0.6264118,-0.14368568,0.51046634,0.63809544,-0.12301938,0.0,0.0,-0.19071181,-0.58108205,-0.3764242,-1.0791116,-0.44188702,-1.531333,-0.5455694,-1.926161,-0.9265664,-0.80299324,-1.2630657,-1.1139592,-1.0801038,-1.3881085,-0.8331434,-1.3518937,-0.8671116,-0.49811387,-0.6124631,-1.3487058,-0.24123417,-1.5302297,-0.07656816,-1.3914424,-0.63348824,-0.2387256,-0.234583,-1.0998205,0.088030644,-1.3105239,0.19919205,-1.207006,-0.33978158,-0.08024947,-0.09011351,-0.80151457,0.094596505,-1.0028497,0.15445517,-0.92903924,0.525,0.61897933,0.29375,0.14965597,1.0,1.0,0.22010271,0.0,-536.1702,0.0,0.1532567,-330.88123,-0.0,-0.0,1.0,0.0,0.23480554,-1.0,-1.0,-1.0,0.041666668,0.041666668,0.0,0.0,0.0,0.0,0.1277335,0.6946,0.6808,0.6439,0.5873,0.7041,1.0,1.0
train,C,2,0.49965018,0.7538104,2.559107e-08,0.4703975,0.66485006,-0.01202634,0.44976217,0.5824365,-0.043301586,0.44751066,0.5120936,-0.07609755,0.43819657,0.4561815,-0.10571184,0.36639678,0.6161232,-0.084114805,0.31830513,0.5679317,-0.13511133,0.35631233,0.53074455,-0.14915529,0.39699998,0.5468593,-0.14697208,0.37708867,0.6688524,-0.10003373,0.42936355,0.5429025,-0.14922701,0.4942432,0.51999855,-0.14250137,0.52030736,0.5501212,-0.12696941,0.41901535,0.71497166,-0.116457246,0.49359322,0.5875218,-0.16513763,0.5429151,0.5575301,-0.14618929,0.5555079,0.58129126,-0.121421166,0.4680832,0.74591154,-0.13234533,0.5181912,0.6385446,-0.1606463,0.5484841,0.61552584,-0.14027846,0.55398387,0.63519514,-0.116911,0.0,0.0,-0.19615807,-0.59653646,-0.33453128,-1.1491724,-0.34962907,-1.6208669,-0.41208607,-1.9957937,-0.8935499,-0.92328143,-1.2160354,-1.2464365,-0.96117264,-1.4958003,-0.6883357,-1.3877404,-0.82185394,-0.5696983,-0.47131717,-1.4142733,-0.036257256,-1.5678592,0.13851972,-1.3658675,-0.54070854,-0.2604388,-0.04061585,-1.1150724,0.2901192,-1.316186,0.374562,-1.156852,-0.21167693,-0.052966993,0.12432961,-0.7729314,0.32746282,-0.9272871,0.3643424,-0.7953918,0.0,0.25917432,1.0,0.7408257,1.0,1.0,0.06465517,0.0,-0.0,0.0,0.030959751,-27.987616,2.8712664e-20,-0.0,1.0,0.0,0.799338,0.29166666,0.29166666,0.375,0.41666666,0.41666666,0.2659292,0.38833022,0.39273325,0.43480802,0.5075699,0.4267,0.4961,0.2497,0.3078,0.3557,1.0,1.0
train,C,2,0.51925004,0.8544799,1.8558808e-07,0.48231304,0.74437356,-0.012768094,0.44709608,0.6579735,-0.046984643,0.43426353,0.5750759,-0.08332417,0.41091186,0.5012414,-0.11496768,0.34431565,0.7146162,-0.08670295,0.2851773,0.65813637,-0.1425532,0.31926882,0.60055494,-0.16029556,0.3658276,0.60061175,-0.16068028,0.3581332,0.7725625,-0.105153814,0.40211317,0.6207514,-0.16144356,0.46658087,0.57476854,-0.15964401,0.49447125,0.59100026,-0.14795339,0.40345663,0.8184186,-0.124254085,0.47481698,0.66726077,-0.17727636,0.5242134,0.6209253,-0.16011797,0.5360975,0.63757116,-0.13702627,0.4565634,0.84543675,-0.14330985,0.50695026,0.7176587,-0.17346133,0.5368115,0.6844865,-0.15379687,0.5407231,0.70447636,-0.13112012,0.0,0.0,-0.20435865,-0.6091774,-0.39920098,-1.0871966,-0.4701987,-1.5458382,-0.5993948,-1.9543372,-0.9678468,-0.7738139,-1.2950373,-1.0862957,-1.1064216,-1.4048723,-0.84882927,-1.404558,-0.89139944,-0.4532185,-0.6480746,-1.2931329,-0.29139888,-1.5475388,-0.13709179,-1.4577348,-0.6406418,-0.19951367,-0.24583156,-1.0358138,0.027460303,-1.2921706,0.09321089,-1.2000754,-0.34682173,-0.050032422,-0.06805008,-0.7569808,0.09716088,-0.94051015,0.11880239,-0.8299138,0.0,0.30877292,1.0,0.6912271,1.0,1.0,0.06465517,0.0,-0.0,0.0,0.033181254,-35.73621,1.9141777e-20,-0.0,1.0,0.0,0.799338,0.29166666,0.25,0.375,0.375,0.41666666,0.27844462,0.42220396,0.408299,0.47567326,0.5724652,0.3689,0.2308,0.2382,0.4608,0.3405,1.0,1.0
train,C,2,0.54526263,0.82440186,2.4208853e-07,0.50894797,0.71680856,-0.012675958,0.4808161,0.627605,-0.047331203,0.47750962,0.54086006,-0.08440927,0.4620102,0.46917588,-0.11770464,0.39323425,0.66880524,-0.08878404,0.3406548,0.6101482,-0.14686237,0.37501985,0.5560981,-0.16641481,0.4195458,0.56197137,-0.16682346,0.40706912,0.72879535,-0.106891364,0.45862877,0.5765301,-0.16323432,0.5208723,0.539612,-0.1592656,0.5457552,0.5646776,-0.14440066,0.45546046,0.7764399,-0.1256997,0.5294968,0.626107,-0.17788514,0.5748188,0.5879916,-0.15702403,0.58119774,0.617697,-0.13040957,0.5085591,0.8044877,-0.14453542,0.5666864,0.67585087,-0.17426942,0.5928263,0.64957595,-0.15218586,0.58893687,0.68046576,-0.12687652,0.0,0.0,-0.21610494,-0.6402769,-0.38351488,-1.1711183,-0.40319142,-1.6873288,-0.49542686,-2.1139143,-0.90470564,-0.92593986,-1.2176007,-1.2750021,-1.0130978,-1.5966487,-0.7481283,-1.5616975,-0.8223758,-0.56894475,-0.5155494,-1.47506,-0.14514446,-1.6947559,0.0029312512,-1.545593,-0.53440374,-0.28541675,-0.09382097,-1.180033,0.17588572,-1.4068538,0.21384619,-1.2300799,-0.218419,-0.11850711,0.12749062,-0.88401204,0.28304663,-1.0403714,0.25990096,-0.85654926,0.0,0.2522936,1.0,0.7477064,1.0,1.0,0.06465517,0.0,-0.0,0.0,0.030674847,-26.993866,2.8712664e-20,-0.0,1.0,0.0,0.799338,0.33333334,0.29166666,0.41666666,0.41666666,0.45833334,0.29006344,0.4141703,0.41778967,0.48869905,0.57264745,0.3145,0.5398,0.2908,0.3551,0.3721,1.0,1.0
train,C,2,0.4919943,0.8406769,2.5150777e-07,0.4588278,0.73749393,-0.009601758,0.424827,0.6518623,-0.040986717,0.41414192,0.572554,-0.0752008,0.400283,0.5043583,-0.10614705,0.328816,0.70256275,-0.0797011,0.2717586,0.6544264,-0.13332339,0.30010825,0.60515714,-0.15292728,0.34221792,0.6098575,-0.15531896,0.3394071,0.7589075,-0.09876195,0.38506234,0.6128173,-0.15296322,0.44754913,0.57469314,-0.15433605,0.47544903,0.5930878,-0.14553541,0.38073683,0.8037619,-0.118203625,0.4514957,0.659611,-0.17095454,0.5053253,0.61699945,-0.1584535,0.5207766,0.6314214,-0.13864833,0.43032175,0.831039,-0.13700484,0.47794056,0.706964,-0.16701815,0.50954556,0.674259,-0.15045342,0.5155564,0.68993056,-0.13080952,0.0,0.0,-0.19158559,-0.5960343,-0.38799042,-1.0906835,-0.44971257,-1.5488064,-0.5297683,-1.9427375,-0.942596,-0.79781353,-1.272187,-1.0758722,-1.1084257,-1.3604751,-0.8651801,-1.3333235,-0.8814168,-0.47233927,-0.6176902,-1.3162264,-0.25673652,-1.5364497,-0.09557339,-1.4301933,-0.6426764,-0.21323876,-0.23393923,-1.0459235,0.07700639,-1.2920681,0.16626057,-1.2087601,-0.35625014,-0.055673085,-0.081181094,-0.7723897,0.101384565,-0.9613095,0.136106,-0.87078315,0.5428879,0.634461,0.27952588,0.13618119,1.0,1.0,0.231303,-2.3160467e-17,-582.6523,0.0,0.16842106,-372.7158,-0.0,-0.0,1.0,0.0,0.22343564,-1.0,-1.0,-1.0,0.041666668,0.041666668,0.0,0.0,0.0,0.0,0.40732166,0.6347,0.4654,0.6218,0.5457,0.632,1.0,1.0
